sequence,functional_domain,source_reference,title,source_scope,spec_path
284,provider-management,UC-DepartmentalOfficer-ProviderDirectory-30,Review Directory Usage,Scope - Advanced Enterprise Provider Directory,openspec/specs/provider-management/uc-departmentalofficer-providerdirectory-30-review-directory-usage/spec.md
285,patient-identity-management,UC-Integration-Identity-1,Receive New Patient Registration,Scope - Identity Creation and Registration,openspec/specs/patient-identity-management/uc-integration-identity-1-receive-new-patient-registration/spec.md
286,patient-identity-management,UC-Integration-Identity-2,Submit New Patient Identity,Scope - Identity Creation and Registration,openspec/specs/patient-identity-management/uc-integration-identity-2-submit-new-patient-identity/spec.md
287,patient-identity-management,UC-Integration-Identity-3,Validate Patient Identity Data,Scope - Identity Creation and Registration,openspec/specs/patient-identity-management/uc-integration-identity-3-validate-patient-identity-data/spec.md
288,patient-identity-management,UC-Integration-Identity-4,Receive Identity Validation Outcome,Scope - Identity Creation and Registration,openspec/specs/patient-identity-management/uc-integration-identity-4-receive-identity-validation-outcome/spec.md
289,patient-identity-management,UC-Integration-Identity-5,Submit Patient Identity for Matching,Scope - Identity Matching and Resolution,openspec/specs/patient-identity-management/uc-integration-identity-5-submit-patient-identity-for-matching/spec.md
290,patient-identity-management,UC-Integration-Identity-6,Receive Patient Match Results,Scope - Identity Matching and Resolution,openspec/specs/patient-identity-management/uc-integration-identity-6-receive-patient-match-results/spec.md
291,patient-identity-management,UC-Integration-Identity-7,Receive Possible Duplicate Alerts,Scope - Identity Matching and Resolution,openspec/specs/patient-identity-management/uc-integration-identity-7-receive-possible-duplicate-alerts/spec.md
292,patient-identity-management,UC-Integration-Identity-8,Submit Identity Reconciliation Request,Scope - Identity Matching and Resolution,openspec/specs/patient-identity-management/uc-integration-identity-8-submit-identity-reconciliation-request/spec.md
293,patient-identity-management,UC-Integration-Identity-9,Receive Golden Patient Identity,Scope - Identity Matching and Resolution,openspec/specs/patient-identity-management/uc-integration-identity-9-receive-golden-patient-identity/spec.md
294,patient-identity-management,UC-Integration-Identity-10,Receive Patient Identity Updates,Scope - Identity Data Synchronisation,openspec/specs/patient-identity-management/uc-integration-identity-10-receive-patient-identity-updates/spec.md
295,patient-identity-management,UC-Integration-Identity-11,Publish Patient Identity Changes,Scope - Identity Data Synchronisation,openspec/specs/patient-identity-management/uc-integration-identity-11-publish-patient-identity-changes/spec.md
296,patient-identity-management,UC-Integration-Identity-12,Synchronise Patient Demographic Attributes,Scope - Identity Data Synchronisation,openspec/specs/patient-identity-management/uc-integration-identity-12-synchronise-patient-demographic-attributes/spec.md
297,patient-identity-management,UC-Integration-Identity-13,Synchronise Identity Status Changes,Scope - Identity Data Synchronisation,openspec/specs/patient-identity-management/uc-integration-identity-13-synchronise-identity-status-changes/spec.md
298,patient-identity-management,UC-Integration-Identity-14,Receive Identity Merge Notifications,Scope - Identity Data Synchronisation,openspec/specs/patient-identity-management/uc-integration-identity-14-receive-identity-merge-notifications/spec.md
299,patient-identity-management,UC-Integration-Identity-15,Receive Identity Separation Notifications,Scope - Identity Data Synchronisation,openspec/specs/patient-identity-management/uc-integration-identity-15-receive-identity-separation-notifications/spec.md
300,patient-identity-management,UC-Integration-Identity-16,Search for Patient Identity,Scope - Identity Query and Retrieval,openspec/specs/patient-identity-management/uc-integration-identity-16-search-for-patient-identity/spec.md
301,patient-identity-management,UC-Integration-Identity-17,Retrieve Patient Identity Details,Scope - Identity Query and Retrieval,openspec/specs/patient-identity-management/uc-integration-identity-17-retrieve-patient-identity-details/spec.md
302,patient-identity-management,UC-Integration-Identity-18,Retrieve Patient Identifier Cross References,Scope - Identity Query and Retrieval,openspec/specs/patient-identity-management/uc-integration-identity-18-retrieve-patient-identifier-cross-references/spec.md
303,patient-identity-management,UC-Integration-Identity-19,Resolve External Patient Identifier,Scope - Identity Query and Retrieval,openspec/specs/patient-identity-management/uc-integration-identity-19-resolve-external-patient-identifier/spec.md
304,patient-identity-management,UC-Integration-Identity-20,Submit Identity Verification Request,Scope - Identity Verification and Assurance,openspec/specs/patient-identity-management/uc-integration-identity-20-submit-identity-verification-request/spec.md
305,patient-identity-management,UC-Integration-Identity-21,Receive Identity Verification Status,Scope - Identity Verification and Assurance,openspec/specs/patient-identity-management/uc-integration-identity-21-receive-identity-verification-status/spec.md
306,patient-identity-management,UC-Integration-Identity-22,Exchange Identity Evidence Status,Scope - Identity Verification and Assurance,openspec/specs/patient-identity-management/uc-integration-identity-22-exchange-identity-evidence-status/spec.md
307,patient-identity-management,UC-Integration-Identity-23,Receive Identity Risk Indicators,Scope - Identity Verification and Assurance,openspec/specs/patient-identity-management/uc-integration-identity-23-receive-identity-risk-indicators/spec.md
308,consent-and-information-sharing,UC-Integration-Identity-24,Verify Authorisation Before Identity Access,Scope - Privacy and Consent-Aware Identity Exchange,openspec/specs/consent-and-information-sharing/uc-integration-identity-24-verify-authorisation-before-identity-access/spec.md
309,consent-and-information-sharing,UC-Integration-Identity-25,Apply Identity Data Access Rules,Scope - Privacy and Consent-Aware Identity Exchange,openspec/specs/consent-and-information-sharing/uc-integration-identity-25-apply-identity-data-access-rules/spec.md
310,consent-and-information-sharing,UC-Integration-Identity-26,Mask Restricted Identity Information,Scope - Privacy and Consent-Aware Identity Exchange,openspec/specs/consent-and-information-sharing/uc-integration-identity-26-mask-restricted-identity-information/spec.md
311,consent-and-information-sharing,UC-Integration-Identity-27,Audit Identity Data Exchange,Scope - Privacy and Consent-Aware Identity Exchange,openspec/specs/consent-and-information-sharing/uc-integration-identity-27-audit-identity-data-exchange/spec.md
312,provider-directory-integration,UC-Integration-Identity-28,Monitor Identity Interface Availability,Scope - Operational and Integration Management,openspec/specs/provider-directory-integration/uc-integration-identity-28-monitor-identity-interface-availability/spec.md
313,provider-directory-integration,UC-Integration-Identity-29,Handle Identity Exchange Errors,Scope - Operational and Integration Management,openspec/specs/provider-directory-integration/uc-integration-identity-29-handle-identity-exchange-errors/spec.md
314,provider-directory-integration,UC-Integration-Identity-30,Reconcile Identity Synchronisation Failures,Scope - Operational and Integration Management,openspec/specs/provider-directory-integration/uc-integration-identity-30-reconcile-identity-synchronisation-failures/spec.md
315,provider-directory-integration,UC-Integration-ProviderDirectory-1,Receive New Clinician Registration,Scope - Provider Registration and Onboarding,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-1-receive-new-clinician-registration/spec.md
316,provider-directory-integration,UC-Integration-ProviderDirectory-2,Submit Clinician Details,Scope - Provider Registration and Onboarding,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-2-submit-clinician-details/spec.md
317,provider-directory-integration,UC-Integration-ProviderDirectory-3,Validate Clinician Information,Scope - Provider Registration and Onboarding,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-3-validate-clinician-information/spec.md
318,provider-directory-integration,UC-Integration-ProviderDirectory-4,Receive Provider Registration Outcome,Scope - Provider Registration and Onboarding,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-4-receive-provider-registration-outcome/spec.md
319,provider-directory-integration,UC-Integration-ProviderDirectory-5,Receive Clinician Profile Updates,Scope - Provider Profile Synchronisation,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-5-receive-clinician-profile-updates/spec.md
320,provider-directory-integration,UC-Integration-ProviderDirectory-6,Publish Provider Directory Changes,Scope - Provider Profile Synchronisation,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-6-publish-provider-directory-changes/spec.md
321,provider-directory-integration,UC-Integration-ProviderDirectory-7,Synchronise Clinician Credentials,Scope - Provider Profile Synchronisation,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-7-synchronise-clinician-credentials/spec.md
322,provider-directory-integration,UC-Integration-ProviderDirectory-8,Synchronise Clinician Roles,Scope - Provider Profile Synchronisation,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-8-synchronise-clinician-roles/spec.md
323,provider-directory-integration,UC-Integration-ProviderDirectory-9,Synchronise Organisation Affiliations,Scope - Provider Profile Synchronisation,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-9-synchronise-organisation-affiliations/spec.md
324,provider-directory-integration,UC-Integration-ProviderDirectory-10,Synchronise Practice Locations,Scope - Provider Profile Synchronisation,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-10-synchronise-practice-locations/spec.md
325,provider-directory-integration,UC-Integration-ProviderDirectory-11,Search Providers by Clinician Attributes,Scope - Provider Search and Discovery,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-11-search-providers-by-clinician-attributes/spec.md
326,provider-directory-integration,UC-Integration-ProviderDirectory-12,Search Providers by Specialty,Scope - Provider Search and Discovery,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-12-search-providers-by-specialty/spec.md
327,provider-directory-integration,UC-Integration-ProviderDirectory-13,Search Providers by Healthcare Service,Scope - Provider Search and Discovery,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-13-search-providers-by-healthcare-service/spec.md
328,provider-directory-integration,UC-Integration-ProviderDirectory-14,Search Providers by Clinical Capability,Scope - Provider Search and Discovery,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-14-search-providers-by-clinical-capability/spec.md
329,provider-directory-integration,UC-Integration-ProviderDirectory-15,Search Providers by Participant Requirements,Scope - Provider Search and Discovery,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-15-search-providers-by-participant-requirements/spec.md
330,provider-directory-integration,UC-Integration-ProviderDirectory-16,Retrieve Provider Search Results,Scope - Provider Search and Discovery,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-16-retrieve-provider-search-results/spec.md
331,provider-directory-integration,UC-Integration-ProviderDirectory-17,Identify Referral Destination,Scope - Referral and Care Coordination Integration,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-17-identify-referral-destination/spec.md
332,provider-directory-integration,UC-Integration-ProviderDirectory-18,Retrieve Referral Contact Information,Scope - Referral and Care Coordination Integration,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-18-retrieve-referral-contact-information/spec.md
333,provider-directory-integration,UC-Integration-ProviderDirectory-19,Retrieve Referral Requirements,Scope - Referral and Care Coordination Integration,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-19-retrieve-referral-requirements/spec.md
334,provider-directory-integration,UC-Integration-ProviderDirectory-20,Validate Referral Recipient,Scope - Referral and Care Coordination Integration,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-20-validate-referral-recipient/spec.md
335,provider-directory-integration,UC-Integration-ProviderDirectory-21,Retrieve Provider Communication Endpoints,Scope - Electronic Communication and Endpoint Management,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-21-retrieve-provider-communication-endpoints/spec.md
336,provider-directory-integration,UC-Integration-ProviderDirectory-22,Synchronise Provider Endpoints,Scope - Electronic Communication and Endpoint Management,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-22-synchronise-provider-endpoints/spec.md
337,provider-directory-integration,UC-Integration-ProviderDirectory-23,Validate Provider Endpoint Availability,Scope - Electronic Communication and Endpoint Management,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-23-validate-provider-endpoint-availability/spec.md
338,provider-directory-integration,UC-Integration-ProviderDirectory-24,Receive Endpoint Status Changes,Scope - Electronic Communication and Endpoint Management,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-24-receive-endpoint-status-changes/spec.md
339,provider-directory-integration,UC-Integration-ProviderDirectory-25,Receive Clinician Status Changes,Scope - Provider Status and Lifecycle Management,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-25-receive-clinician-status-changes/spec.md
340,provider-directory-integration,UC-Integration-ProviderDirectory-26,Synchronise Clinician Suspension Status,Scope - Provider Status and Lifecycle Management,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-26-synchronise-clinician-suspension-status/spec.md
341,provider-directory-integration,UC-Integration-ProviderDirectory-27,Receive Clinician Retirement Notification,Scope - Provider Status and Lifecycle Management,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-27-receive-clinician-retirement-notification/spec.md
342,provider-directory-integration,UC-Integration-ProviderDirectory-28,Archive Inactive Provider Records,Scope - Provider Status and Lifecycle Management,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-28-archive-inactive-provider-records/spec.md
343,provider-directory-integration,UC-Integration-ProviderDirectory-29,Resolve Clinician Identifier,Scope - Provider Identity and Matching,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-29-resolve-clinician-identifier/spec.md
344,provider-directory-integration,UC-Integration-ProviderDirectory-30,Match Provider Records,Scope - Provider Identity and Matching,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-30-match-provider-records/spec.md
345,provider-directory-integration,UC-Integration-ProviderDirectory-31,Receive Provider Identifier Cross References,Scope - Provider Identity and Matching,openspec/specs/provider-directory-integration/uc-integration-providerdirectory-31-receive-provider-identifier-cross-references/spec.md
346,provider-directory-integration,UC-Integration-ProviderDirectory-32,Validate Provider Data Quality,"Scope - Governance, Quality and Audit",openspec/specs/provider-directory-integration/uc-integration-providerdirectory-32-validate-provider-data-quality/spec.md
347,provider-directory-integration,UC-Integration-ProviderDirectory-33,Receive Provider Data Validation Results,"Scope - Governance, Quality and Audit",openspec/specs/provider-directory-integration/uc-integration-providerdirectory-33-receive-provider-data-validation-results/spec.md
348,provider-directory-integration,UC-Integration-ProviderDirectory-34,Audit Provider Information Exchange,"Scope - Governance, Quality and Audit",openspec/specs/provider-directory-integration/uc-integration-providerdirectory-34-audit-provider-information-exchange/spec.md
349,provider-directory-integration,UC-Integration-ProviderDirectory-35,Monitor Provider Integration Interfaces,"Scope - Governance, Quality and Audit",openspec/specs/provider-directory-integration/uc-integration-providerdirectory-35-monitor-provider-integration-interfaces/spec.md
350,provider-directory-integration,UC-Integration-ProviderDirectory-36,Reconcile Provider Synchronisation Failures,"Scope - Governance, Quality and Audit",openspec/specs/provider-directory-integration/uc-integration-providerdirectory-36-reconcile-provider-synchronisation-failures/spec.md
351,governance-quality-and-audit,UC-1 of DoH_Requirements_Specification_PD v0.3.docx.,Receive External Provider Details from Tasmanian Provider Data Store,"Scope - Governance, Quality and Audit",openspec/specs/governance-quality-and-audit/uc-1-of-doh-requirements-specification-pd-v0-3-docx-receive-external-provider-details-from-tasmanian-provider-data-store/spec.md
352,provider-directory-integration,UC-2,Receive Care Provider Details from National Provider Data Store,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/uc-2-receive-care-provider-details-from-national-provider-data-store/spec.md
353,provider-directory-integration,UC-3,Enrich Provider Records from Multiple Data Sources,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/uc-3-enrich-provider-records-from-multiple-data-sources/spec.md
354,provider-directory-integration,UC-4,Receive Care Provider Details from Department of Health Systems,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/uc-4-receive-care-provider-details-from-department-of-health-systems/spec.md
355,provider-directory-integration,UC-5,Confirm Provider Status from National Provider Data Store,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/uc-5-confirm-provider-status-from-national-provider-data-store/spec.md
356,provider-directory-integration,UC-6,Confirm Provider Identity from National Provider Data Store,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/uc-6-confirm-provider-identity-from-national-provider-data-store/spec.md
357,provider-directory-integration,UC-7,Supply Care Provider Details to Other Systems via Integration,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/uc-7-supply-care-provider-details-to-other-systems-via-integration/spec.md
358,provider-directory-integration,UC-8,Share Care Provider Details with Other Systems Using Manual Processes,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/uc-8-share-care-provider-details-with-other-systems-using-manual-processes/spec.md
359,provider-directory-integration,UC-9,Supply Care Provider Details via an API,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/uc-9-supply-care-provider-details-via-an-api/spec.md
360,provider-directory-integration,UC-10,Broadcast Care Provider Details to Rhapsody Integration Engine,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/uc-10-broadcast-care-provider-details-to-rhapsody-integration-engine/spec.md
361,provider-directory-integration,UC-11,Maintain Care Provider Details,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/uc-11-maintain-care-provider-details/spec.md
362,provider-directory-integration,UC-12,Generate Reports on Care Provider Data Integrity,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/uc-12-generate-reports-on-care-provider-data-integrity/spec.md
363,provider-directory-integration,UC-13,Maintain Provider Directory Reference Data,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/uc-13-maintain-provider-directory-reference-data/spec.md
364,provider-directory-integration,SR-1,Receive Provider Information from Primary Health Care Provider Data Store,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-1-receive-provider-information-from-primary-health-care-provider-data-store/spec.md
365,provider-directory-integration,SR-2,Verify Incoming Provider Information,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-2-verify-incoming-provider-information/spec.md
366,provider-directory-integration,SR-3,Store a Unique Provider Identifier,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-3-store-a-unique-provider-identifier/spec.md
367,provider-directory-integration,SR-4,Match Incoming Data Using Unique Provider Identifiers,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-4-match-incoming-data-using-unique-provider-identifiers/spec.md
368,provider-directory-integration,SR-5,Confirm Provider Information Was Successfully Added,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-5-confirm-provider-information-was-successfully-added/spec.md
369,provider-directory-integration,SR-6,Control When Provider Information Is Added,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-6-control-when-provider-information-is-added/spec.md
370,provider-directory-integration,SR-7,Receive Provider Information from National Data Sources,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-7-receive-provider-information-from-national-data-sources/spec.md
371,provider-directory-integration,SR-8,Verify Provider Information Received from National Sources,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-8-verify-provider-information-received-from-national-sources/spec.md
372,provider-directory-integration,SR-9,Match National Provider Updates to Existing Records,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-9-match-national-provider-updates-to-existing-records/spec.md
373,provider-directory-integration,SR-10,Confirm Provider Information Was Successfully Updated,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-10-confirm-provider-information-was-successfully-updated/spec.md
374,provider-directory-integration,SR-11,Control National Provider Data Integration,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-11-control-national-provider-data-integration/spec.md
375,provider-directory-integration,SR-12,Combine National Provider Information with Provider Directory Data,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-12-combine-national-provider-information-with-provider-directory-data/spec.md
376,provider-directory-integration,SR-13,Track the Source of Each Provider Attribute,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-13-track-the-source-of-each-provider-attribute/spec.md
377,provider-directory-integration,SR-14,Define Attribute Update Authority by Source,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-14-define-attribute-update-authority-by-source/spec.md
378,provider-directory-integration,SR-15,Reject Updates to Restricted Attributes,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-15-reject-updates-to-restricted-attributes/spec.md
379,provider-directory-integration,SR-16,Ensure Attributes Are Updated Only by Approved Sources,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-16-ensure-attributes-are-updated-only-by-approved-sources/spec.md
380,provider-directory-integration,SR-17,View and Maintain Attribute Source Update Rules,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-17-view-and-maintain-attribute-source-update-rules/spec.md
381,provider-directory-integration,SR-18,Manage Provider Record Status,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-18-manage-provider-record-status/spec.md
382,provider-directory-integration,SR-19,Control Distribution of Provider Records,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-19-control-distribution-of-provider-records/spec.md
383,provider-directory-integration,SR-20,Receive Provider Information from Internal DoH Systems,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-20-receive-provider-information-from-internal-doh-systems/spec.md
384,provider-directory-integration,SR-21,Verify Provider Information Received from Internal Systems,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-21-verify-provider-information-received-from-internal-systems/spec.md
385,provider-directory-integration,SR-22,Store Unique Provider Identifiers for Compliance,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-22-store-unique-provider-identifiers-for-compliance/spec.md
386,provider-directory-integration,SR-23,Match Internal Provider Data Using Unique Identifiers,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-23-match-internal-provider-data-using-unique-identifiers/spec.md
387,provider-directory-integration,SR-24,Confirm Internal Provider Information Was Successfully Added,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-24-confirm-internal-provider-information-was-successfully-added/spec.md
388,provider-directory-integration,SR-25,Control Internal Provider Data Integration,Additional Source Use Cases and System Requirements,openspec/specs/provider-directory-integration/sr-25-control-internal-provider-data-integration/spec.md
389,provider-directory-integration,SR-26,Verify Provider Registration Status Against National Provider Data Store,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-26-verify-provider-registration-status-against-national-provider-data-store/spec.md
390,provider-directory-integration,SR-27,Store Provider Registration Status and Source,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-27-store-provider-registration-status-and-source/spec.md
391,provider-directory-integration,SR-28,Alert Administrators When Provider Registration Status Changes,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-28-alert-administrators-when-provider-registration-status-changes/spec.md
392,provider-directory-integration,SR-29,Confirm Provider Identity Using National Provider Data Store,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-29-confirm-provider-identity-using-national-provider-data-store/spec.md
393,provider-directory-integration,SR-30,Validate HPI-I or HPI-O for Compliance,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-30-validate-hpi-i-or-hpi-o-for-compliance/spec.md
394,provider-directory-integration,SR-31,Trace Provider Identity Verification,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-31-trace-provider-identity-verification/spec.md
395,provider-directory-integration,SR-32,Supply Provider Data to Systems via Integration,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-32-supply-provider-data-to-systems-via-integration/spec.md
396,provider-directory-integration,SR-33,Receive Provider Details via Integration,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-33-receive-provider-details-via-integration/spec.md
397,provider-directory-integration,SR-34,Ensure Accurate Provider Records Are Sent to Systems,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-34-ensure-accurate-provider-records-are-sent-to-systems/spec.md
398,provider-directory-integration,SR-35,Monitor and Manage Outbound Provider Data,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-35-monitor-and-manage-outbound-provider-data/spec.md
399,provider-directory-integration,SR-36,Generate and Export Provider Data in a Standard Format,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-36-generate-and-export-provider-data-in-a-standard-format/spec.md
400,provider-directory-integration,SR-37,Receive Provider Data Updates in a Usable Manual Format,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-37-receive-provider-data-updates-in-a-usable-manual-format/spec.md
401,provider-directory-integration,SR-38,Notify System Administrators of Provider Record Changes,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-38-notify-system-administrators-of-provider-record-changes/spec.md
402,provider-directory-integration,SR-39,Record Provider Data Exports,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-39-record-provider-data-exports/spec.md
403,provider-directory-integration,SR-40,Expose Provider Data via an API,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-40-expose-provider-data-via-an-api/spec.md
404,provider-directory-integration,SR-41,Apply Industry-Standard API Practices,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-41-apply-industry-standard-api-practices/spec.md
405,provider-directory-integration,SR-42,Configure Provider Data Exposed Through the API,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-42-configure-provider-data-exposed-through-the-api/spec.md
406,provider-directory-integration,SR-43,Monitor Provider Directory API Feeds,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-43-monitor-provider-directory-api-feeds/spec.md
407,provider-directory-integration,SR-44,Notify Integration Administrators of Provider Data Schema Changes,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-44-notify-integration-administrators-of-provider-data-schema-changes/spec.md
408,provider-directory-integration,SR-45,Broadcast Provider Updates to Rhapsody Using Standard Messaging,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-45-broadcast-provider-updates-to-rhapsody-using-standard-messaging/spec.md
409,provider-directory-integration,SR-46,Monitor Provider Update Broadcasts to Rhapsody,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-46-monitor-provider-update-broadcasts-to-rhapsody/spec.md
410,provider-directory-integration,SR-47,Manually Create New Provider Records,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-47-manually-create-new-provider-records/spec.md
411,provider-directory-integration,SR-48,Manually Maintain Provider Records,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-48-manually-maintain-provider-records/spec.md
412,provider-directory-integration,SR-49,Report Missing or Incomplete Provider Data,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-49-report-missing-or-incomplete-provider-data/spec.md
413,provider-directory-integration,SR-50,Report Potential Duplicate Provider Records,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-50-report-potential-duplicate-provider-records/spec.md
414,provider-directory-integration,SR-51,Generate Provider Data Integrity Reports,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-51-generate-provider-data-integrity-reports/spec.md
415,provider-directory-integration,SR-52,Create Update and Deactivate Reference Data Sets,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-52-create-update-and-deactivate-reference-data-sets/spec.md
416,provider-directory-integration,SR-53,Use Reference Data for Data Verification,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-53-use-reference-data-for-data-verification/spec.md
417,provider-directory-integration,SR-54,Manage Versioning for Reference Data Sets,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-54-manage-versioning-for-reference-data-sets/spec.md
418,provider-directory-integration,SR-55,Restrict Changes to Reference Data Sets,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-55-restrict-changes-to-reference-data-sets/spec.md
419,provider-directory-integration,SR-56,Align Reference Data with National Jurisdictional and Governing Body Code Sets,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-56-align-reference-data-with-national-jurisdictional-and-governing-body-code-sets/spec.md
420,provider-directory-integration,SR-57,Associate Reference Data with Categories and Attributes,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-57-associate-reference-data-with-categories-and-attributes/spec.md
421,provider-directory-integration,SR-58,Expose Reference Data Sets via an API,Additional Source Requirements – SR-26 to SR-58,openspec/specs/provider-directory-integration/sr-58-expose-reference-data-sets-via-an-api/spec.md
